Threads,Time,Speedup,Efficiency
1,1.165492,0.976569551742955,0.976569551742955
2,0.525759,2.1648397840075018,1.0824198920037509
4,0.555808,2.047800679371294,0.5119501698428235
8,0.263738,4.315585922392678,0.5394482402990848
16,0.256592,4.435773523726383,0.27723584523289896
